proteins	genes	gene_name	kcat	rxns	notes	stoicho
Q03013	ENSG00000168765	GSTM4	15.8966	MAR01398	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=218; source=DLKcat	1
Q03013	ENSG00000168765	GSTM4	0.1517	MAR01398	substrate=prostaglandin A1; SMILES=CCCCCC(C=CC1C=CC(=O)C1CCCCCCC(=O)O)O; seq_len=218; source=DLKcat	1
O15217	ENSG00000170899	GSTA4	1.8979	MAR01398	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=222; source=DLKcat	1
O15217	ENSG00000170899	GSTA4	0.0581	MAR01398	substrate=prostaglandin A1; SMILES=CCCCCC(C=CC1C=CC(=O)C1CCCCCCC(=O)O)O; seq_len=222; source=DLKcat	1
Q16772	ENSG00000174156	GSTA3	0.6571	MAR01398	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=222; source=DLKcat	1
Q16772	ENSG00000174156	GSTA3	0.0164	MAR01398	substrate=prostaglandin A1; SMILES=CCCCCC(C=CC1C=CC(=O)C1CCCCCCC(=O)O)O; seq_len=222; source=DLKcat	1
Q7RTV2	ENSG00000182793	GSTA5	0.2788	MAR01398	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=222; source=DLKcat	1
Q7RTV2	ENSG00000182793	GSTA5	0.0070	MAR01398	substrate=prostaglandin A1; SMILES=CCCCCC(C=CC1C=CC(=O)C1CCCCCCC(=O)O)O; seq_len=222; source=DLKcat	1
Q9Y2Q3	ENSG00000197448	GSTK1	11.9178	MAR01398	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=226; source=DLKcat	1
Q9Y2Q3	ENSG00000197448	GSTK1	0.1087	MAR01398	substrate=prostaglandin A1; SMILES=CCCCCC(C=CC1C=CC(=O)C1CCCCCCC(=O)O)O; seq_len=226; source=DLKcat	1
P28161	ENSG00000213366	GSTM2	0.1177	MAR01398	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=218; source=DLKcat	1
P28161	ENSG00000213366	GSTM2	0.0210	MAR01398	substrate=prostaglandin A1; SMILES=CCCCCC(C=CC1C=CC(=O)C1CCCCCCC(=O)O)O; seq_len=218; source=DLKcat	1
P08263	ENSG00000243955	GSTA1	0.3178	MAR01398	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=222; source=DLKcat	1
P08263	ENSG00000243955	GSTA1	0.0263	MAR01398	substrate=prostaglandin A1; SMILES=CCCCCC(C=CC1C=CC(=O)C1CCCCCCC(=O)O)O; seq_len=222; source=DLKcat	1
P09210	ENSG00000244067	GSTA2	0.4908	MAR01398	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=222; source=DLKcat	1
P09210	ENSG00000244067	GSTA2	0.0234	MAR01398	substrate=prostaglandin A1; SMILES=CCCCCC(C=CC1C=CC(=O)C1CCCCCCC(=O)O)O; seq_len=222; source=DLKcat	1
Q8WUD6	ENSG00000111666	CHPT1	18.2351	MAR07600	substrate=CDP-choline; SMILES=C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O; seq_len=406; source=DLKcat	1
Q9Y6K0	ENSG00000134255	CEPT1	23.4603	MAR07600	substrate=CDP-choline; SMILES=C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O; seq_len=416; source=DLKcat	1
Q8WUD6	ENSG00000111666	CHPT1	18.2351	MAR07610	substrate=CDP-choline; SMILES=C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O; seq_len=406; source=DLKcat	1
Q9Y6K0	ENSG00000134255	CEPT1	23.4603	MAR07610	substrate=CDP-choline; SMILES=C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O; seq_len=416; source=DLKcat	1
O15496	ENSG00000069764	PLA2G10	1494.0784	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=165; source=DLKcat	1
Q9NZ20	ENSG00000100078	PLA2G3	1.5703	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=509; source=DLKcat	1
Q9UP65	ENSG00000105499	PLA2G4C	2.8285	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=541; source=DLKcat	1
P47712	ENSG00000116711	PLA2G4A	4.5748	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=749; source=DLKcat	1
Q9UNK4	ENSG00000117215	PLA2G2D	4651.1309	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=145; source=DLKcat	1
Q9BZM1	ENSG00000123739	PLA2G12A	0.3159	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=189; source=DLKcat	1
P39877	ENSG00000127472	PLA2G5	28.4519	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=138; source=DLKcat	1
Q9BZM2	ENSG00000158786	PLA2G2F	485.5786	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=168; source=DLKcat	1
Q86XP0	ENSG00000159337	PLA2G4D	9.2436	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=818; source=DLKcat	1
Q6P1J6	ENSG00000163803	PLB1	2.0782	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=1458; source=DLKcat	1
Q68DD2	ENSG00000168907	PLA2G4F	2.6904	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=849; source=DLKcat	1
P04054	ENSG00000170890	PLA2G1B	0.7256	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=148; source=DLKcat	1
P53816	ENSG00000176485	PLAAT3	19.9480	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=162; source=DLKcat	1
O60733	ENSG00000184381	PLA2G6	1.7780	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=806; source=DLKcat	1
Q3MJ16	ENSG00000188089	PLA2G4E	1.7728	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=868; source=DLKcat	1
P14555	ENSG00000188257	PLA2G2A	0.9236	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=144; source=DLKcat	1
Q9NZK7	ENSG00000188784	PLA2G2E	1.7065	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=142; source=DLKcat	1
P0C869	ENSG00000243708	PLA2G4B	2.4310	MAR07615	substrate=1-radyl-2-acyl-sn-glycero-3-phosphocholine; SMILES=C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O; seq_len=781; source=DLKcat	1
Q9H1B5	ENSG00000015532	XYLT2	14.4141	MAR07200	substrate=UDP-xylose; SMILES=C1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O; seq_len=865; source=DLKcat	1
Q86Y38	ENSG00000103489	XYLT1	26.9376	MAR07200	substrate=UDP-xylose; SMILES=C1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O; seq_len=959; source=DLKcat	1
Q9UBV7	ENSG00000027847	B4GALT7	1.4882	MAR07202	substrate=UDP-galactose; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O; seq_len=327; source=DLKcat	1
Q96L58	ENSG00000176022	B3GALT6	4.0896	MAR07203	substrate=UDP-galactose; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O; seq_len=329; source=DLKcat	1
Q9P2W7	ENSG00000109956	B3GAT1	7.8706	MAR07205	substrate=UDP-glucuronate; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O; seq_len=334; source=DLKcat	1
Q9NPZ5	ENSG00000112309	B3GAT2	0.7218	MAR07205	substrate=UDP-glucuronate; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O; seq_len=323; source=DLKcat	1
O94766	ENSG00000149541	B3GAT3	33.4558	MAR07205	substrate=UDP-glucuronate; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O; seq_len=335; source=DLKcat	1
Q8TDX6	ENSG00000147408	CSGALNACT1	10.6941	MAR07206	substrate=UDP-N-acetyl-D-galactosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=532; source=DLKcat	1
Q8N6G5	ENSG00000169826	CSGALNACT2	1.1557	MAR07206	substrate=UDP-N-acetyl-D-galactosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=542; source=DLKcat	1
O43909	ENSG00000012232	EXTL3	13.2241	MAR07207	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=919; source=DLKcat	1
Q9UBQ6	ENSG00000162694	EXTL2	18.9946	MAR07207	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=330; source=DLKcat	1
Q93063	ENSG00000151348	EXT2	23.7045	MAR07208	substrate=UDP-glucuronate; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O; seq_len=718; source=DLKcat	1
Q16394	ENSG00000182197	EXT1	1.1660	MAR07208	substrate=UDP-glucuronate; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O; seq_len=746; source=DLKcat	1
Q93063	ENSG00000151348	EXT2	22.8919	MAR07209	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=718; source=DLKcat	1
Q16394	ENSG00000182197	EXT1	1.2426	MAR07209	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=746; source=DLKcat	1
O43909	ENSG00000012232	EXTL3	13.2241	MAR07209	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=919; source=DLKcat	1
Q92935	ENSG00000158008	EXTL1	0.6206	MAR07209	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=676; source=DLKcat	1
Q93063	ENSG00000151348	EXT2	23.7045	MAR07210	substrate=UDP-glucuronate; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O; seq_len=718; source=DLKcat	1
Q16394	ENSG00000182197	EXT1	1.1660	MAR07210	substrate=UDP-glucuronate; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O; seq_len=746; source=DLKcat	1
Q93063	ENSG00000151348	EXT2	22.8919	MAR07211	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=718; source=DLKcat	1
Q16394	ENSG00000182197	EXT1	1.2426	MAR07211	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=746; source=DLKcat	1
O43909	ENSG00000012232	EXTL3	13.2241	MAR07211	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=919; source=DLKcat	1
Q92935	ENSG00000158008	EXTL1	0.6206	MAR07211	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=676; source=DLKcat	1
Q93063	ENSG00000151348	EXT2	23.7045	MAR07212	substrate=UDP-glucuronate; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O; seq_len=718; source=DLKcat	1
Q16394	ENSG00000182197	EXT1	1.1660	MAR07212	substrate=UDP-glucuronate; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O; seq_len=746; source=DLKcat	1
Q93063	ENSG00000151348	EXT2	22.8919	MAR07213	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=718; source=DLKcat	1
Q16394	ENSG00000182197	EXT1	1.2426	MAR07213	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=746; source=DLKcat	1
O43909	ENSG00000012232	EXTL3	13.2241	MAR07213	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=919; source=DLKcat	1
Q92935	ENSG00000158008	EXTL1	0.6206	MAR07213	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=676; source=DLKcat	1
Q93063	ENSG00000151348	EXT2	23.7045	MAR07214	substrate=UDP-glucuronate; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O; seq_len=718; source=DLKcat	1
Q16394	ENSG00000182197	EXT1	1.1660	MAR07214	substrate=UDP-glucuronate; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O; seq_len=746; source=DLKcat	1
Q93063	ENSG00000151348	EXT2	22.8919	MAR07215	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=718; source=DLKcat	1
Q16394	ENSG00000182197	EXT1	1.2426	MAR07215	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=746; source=DLKcat	1
O43909	ENSG00000012232	EXTL3	13.2241	MAR07215	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=919; source=DLKcat	1
Q92935	ENSG00000158008	EXTL1	0.6206	MAR07215	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=676; source=DLKcat	1
P52848	ENSG00000070614	NDST1	3.0319	MAR07216	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=882; source=DLKcat	1
Q9H3R1	ENSG00000138653	NDST4	3.2417	MAR07216	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=872; source=DLKcat	1
O95803	ENSG00000164100	NDST3	2.3633	MAR07216	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=873; source=DLKcat	1
P52849	ENSG00000166507	NDST2	0.5268	MAR07216	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=883; source=DLKcat	1
Q7LGA3	ENSG00000153936	HS2ST1	3.3694	MAR07218	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=356; source=DLKcat	1
O60243	ENSG00000136720	HS6ST1	35.0801	MAR07219	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=411; source=DLKcat	1
Q96MM7	ENSG00000171004	HS6ST2	6.2216	MAR07219	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=605; source=DLKcat	1
Q8IZP7	ENSG00000185352	HS6ST3	3.9088	MAR07219	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=471; source=DLKcat	1
O14792	ENSG00000002587	HS3ST1	45.3059	MAR07220	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=307; source=DLKcat	1
Q9Y661	ENSG00000182601	HS3ST4	20.5083	MAR07220	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=456; source=DLKcat	1
Q8IZT8	ENSG00000249853	HS3ST5	0.3643	MAR07220	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=346; source=DLKcat	1
Q9Y278	ENSG00000122254	HS3ST2	0.1581	MAR07221	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=367; source=DLKcat	1
Q9Y661	ENSG00000182601	HS3ST4	20.5083	MAR07221	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=456; source=DLKcat	1
Q8IZT8	ENSG00000249853	HS3ST5	0.3643	MAR07221	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=346; source=DLKcat	1
O14792	ENSG00000002587	HS3ST1	45.3059	MAR07222	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=307; source=DLKcat	1
Q9Y662	ENSG00000125430	HS3ST3B1	24.2421	MAR07222	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=390; source=DLKcat	1
Q9Y663	ENSG00000153976	HS3ST3A1	10.2742	MAR07222	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=406; source=DLKcat	1
Q96QI5	ENSG00000162040	HS3ST6	1.4375	MAR07222	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=342; source=DLKcat	1
Q9Y661	ENSG00000182601	HS3ST4	20.5083	MAR07222	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=456; source=DLKcat	1
Q8IZT8	ENSG00000249853	HS3ST5	0.3643	MAR07222	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=346; source=DLKcat	1
Q9NRB3	ENSG00000136213	CHST12	2.1227	MAR07491	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=414; source=DLKcat	1
Q8NCH0	ENSG00000169105	CHST14	15.9124	MAR07491	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=376; source=DLKcat	1
Q9NPF2	ENSG00000171310	CHST11	7.3372	MAR07491	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=352; source=DLKcat	1
Q8NET6	ENSG00000180767	CHST13	25.2505	MAR07491	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=341; source=DLKcat	1
Q9NS84	ENSG00000147119	CHST7	0.6238	MAR07492	substrate=PAPS; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N; seq_len=486; source=DLKcat	1
Q9P2E5	ENSG00000033100	CHPF2	0.1949	MAR07493	substrate=UDP-glucuronate; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O; seq_len=772; source=DLKcat	1
Q8IZ52	ENSG00000123989	CHPF	1.9062	MAR07493	substrate=UDP-glucuronate; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O; seq_len=775; source=DLKcat	1
Q86X52	ENSG00000131873	CHSY1	3.8433	MAR07493	substrate=UDP-glucuronate; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O; seq_len=802; source=DLKcat	1
Q70JA7	ENSG00000198108	CHSY3	2.1620	MAR07493	substrate=UDP-glucuronate; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O; seq_len=882; source=DLKcat	1
Q8IZ52	ENSG00000123989	CHPF	1.4136	MAR07494	substrate=chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3; SMILES=CC1=NN(C(=C1)N)C2=CC=C(C=C2)Cl; seq_len=775; source=DLKcat	1
Q8IZ52	ENSG00000123989	CHPF	2.4233	MAR07494	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=775; source=DLKcat	1
Q86X52	ENSG00000131873	CHSY1	3.0363	MAR07494	substrate=chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3; SMILES=CC1=NN(C(=C1)N)C2=CC=C(C=C2)Cl; seq_len=802; source=DLKcat	1
Q86X52	ENSG00000131873	CHSY1	4.2101	MAR07494	substrate=UDP-N-acetylglucosamine; SMILES=CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O; seq_len=802; source=DLKcat	1
